,filename,class_name,class_number,fold,path
21804,1805.png,deer,4,9,../data/cifar10/train/deer/1805.png
21805,1806.png,deer,4,8,../data/cifar10/train/deer/1806.png
21806,1807.png,deer,4,6,../data/cifar10/train/deer/1807.png
21807,1808.png,deer,4,7,../data/cifar10/train/deer/1808.png
21808,1809.png,deer,4,4,../data/cifar10/train/deer/1809.png
21809,1810.png,deer,4,3,../data/cifar10/train/deer/1810.png
21810,1811.png,deer,4,5,../data/cifar10/train/deer/1811.png
21811,1812.png,deer,4,9,../data/cifar10/train/deer/1812.png
21812,1813.png,deer,4,2,../data/cifar10/train/deer/1813.png
21813,1814.png,deer,4,3,../data/cifar10/train/deer/1814.png
21814,1815.png,deer,4,9,../data/cifar10/train/deer/1815.png
21815,1816.png,deer,4,2,../data/cifar10/train/deer/1816.png
21816,1817.png,deer,4,1,../data/cifar10/train/deer/1817.png
21817,1818.png,deer,4,0,../data/cifar10/train/deer/1818.png
21818,1819.png,deer,4,9,../data/cifar10/train/deer/1819.png
21819,1820.png,deer,4,7,../data/cifar10/train/deer/1820.png
21820,1821.png,deer,4,2,../data/cifar10/train/deer/1821.png
21821,1822.png,deer,4,3,../data/cifar10/train/deer/1822.png
21822,1823.png,deer,4,9,../data/cifar10/train/deer/1823.png
21823,1824.png,deer,4,9,../data/cifar10/train/deer/1824.png
21824,1825.png,deer,4,9,../data/cifar10/train/deer/1825.png
21825,1826.png,deer,4,6,../data/cifar10/train/deer/1826.png
21826,1827.png,deer,4,7,../data/cifar10/train/deer/1827.png
21827,1828.png,deer,4,9,../data/cifar10/train/deer/1828.png
21828,1829.png,deer,4,1,../data/cifar10/train/deer/1829.png
21829,1830.png,deer,4,6,../data/cifar10/train/deer/1830.png
21830,1831.png,deer,4,2,../data/cifar10/train/deer/1831.png
21831,1832.png,deer,4,5,../data/cifar10/train/deer/1832.png
21832,1833.png,deer,4,8,../data/cifar10/train/deer/1833.png
21833,1834.png,deer,4,0,../data/cifar10/train/deer/1834.png
21834,1835.png,deer,4,2,../data/cifar10/train/deer/1835.png
21835,1836.png,deer,4,1,../data/cifar10/train/deer/1836.png
21836,1837.png,deer,4,7,../data/cifar10/train/deer/1837.png
21837,1838.png,deer,4,3,../data/cifar10/train/deer/1838.png
21838,1839.png,deer,4,7,../data/cifar10/train/deer/1839.png
21839,1840.png,deer,4,1,../data/cifar10/train/deer/1840.png
21840,1841.png,deer,4,5,../data/cifar10/train/deer/1841.png
21841,1842.png,deer,4,3,../data/cifar10/train/deer/1842.png
21842,1843.png,deer,4,3,../data/cifar10/train/deer/1843.png
21843,1844.png,deer,4,6,../data/cifar10/train/deer/1844.png
21844,1845.png,deer,4,9,../data/cifar10/train/deer/1845.png
21845,1846.png,deer,4,6,../data/cifar10/train/deer/1846.png
21846,1847.png,deer,4,4,../data/cifar10/train/deer/1847.png
21847,1848.png,deer,4,4,../data/cifar10/train/deer/1848.png
21848,1849.png,deer,4,7,../data/cifar10/train/deer/1849.png
21849,1850.png,deer,4,2,../data/cifar10/train/deer/1850.png
21850,1851.png,deer,4,9,../data/cifar10/train/deer/1851.png
21851,1852.png,deer,4,0,../data/cifar10/train/deer/1852.png
21852,1853.png,deer,4,3,../data/cifar10/train/deer/1853.png
21853,1854.png,deer,4,2,../data/cifar10/train/deer/1854.png
21854,1855.png,deer,4,8,../data/cifar10/train/deer/1855.png
21855,1856.png,deer,4,0,../data/cifar10/train/deer/1856.png
21856,1857.png,deer,4,7,../data/cifar10/train/deer/1857.png
21857,1858.png,deer,4,0,../data/cifar10/train/deer/1858.png
21858,1859.png,deer,4,8,../data/cifar10/train/deer/1859.png
21859,1860.png,deer,4,4,../data/cifar10/train/deer/1860.png
21860,1861.png,deer,4,5,../data/cifar10/train/deer/1861.png
21861,1862.png,deer,4,4,../data/cifar10/train/deer/1862.png
21862,1863.png,deer,4,2,../data/cifar10/train/deer/1863.png
21863,1864.png,deer,4,6,../data/cifar10/train/deer/1864.png
21864,1865.png,deer,4,5,../data/cifar10/train/deer/1865.png
21865,1866.png,deer,4,7,../data/cifar10/train/deer/1866.png
21866,1867.png,deer,4,6,../data/cifar10/train/deer/1867.png
21867,1868.png,deer,4,1,../data/cifar10/train/deer/1868.png
21868,1869.png,deer,4,5,../data/cifar10/train/deer/1869.png
21869,1870.png,deer,4,9,../data/cifar10/train/deer/1870.png
21870,1871.png,deer,4,3,../data/cifar10/train/deer/1871.png
21871,1872.png,deer,4,0,../data/cifar10/train/deer/1872.png
21872,1873.png,deer,4,9,../data/cifar10/train/deer/1873.png
21873,1874.png,deer,4,5,../data/cifar10/train/deer/1874.png
21874,1875.png,deer,4,7,../data/cifar10/train/deer/1875.png
21875,1876.png,deer,4,8,../data/cifar10/train/deer/1876.png
21876,1877.png,deer,4,5,../data/cifar10/train/deer/1877.png
21877,1878.png,deer,4,2,../data/cifar10/train/deer/1878.png
21878,1879.png,deer,4,9,../data/cifar10/train/deer/1879.png
21879,1880.png,deer,4,7,../data/cifar10/train/deer/1880.png
21880,1881.png,deer,4,4,../data/cifar10/train/deer/1881.png
21881,1882.png,deer,4,2,../data/cifar10/train/deer/1882.png
21882,1883.png,deer,4,6,../data/cifar10/train/deer/1883.png
21883,1884.png,deer,4,8,../data/cifar10/train/deer/1884.png
21884,1885.png,deer,4,4,../data/cifar10/train/deer/1885.png
21885,1886.png,deer,4,6,../data/cifar10/train/deer/1886.png
21886,1887.png,deer,4,7,../data/cifar10/train/deer/1887.png
21887,1888.png,deer,4,1,../data/cifar10/train/deer/1888.png
21888,1889.png,deer,4,0,../data/cifar10/train/deer/1889.png
21889,1890.png,deer,4,7,../data/cifar10/train/deer/1890.png
21890,1891.png,deer,4,9,../data/cifar10/train/deer/1891.png
21891,1892.png,deer,4,5,../data/cifar10/train/deer/1892.png
21892,1893.png,deer,4,5,../data/cifar10/train/deer/1893.png
21893,1894.png,deer,4,6,../data/cifar10/train/deer/1894.png
21894,1895.png,deer,4,6,../data/cifar10/train/deer/1895.png
21895,1896.png,deer,4,4,../data/cifar10/train/deer/1896.png
21896,1897.png,deer,4,3,../data/cifar10/train/deer/1897.png
21897,1898.png,deer,4,7,../data/cifar10/train/deer/1898.png
21898,1899.png,deer,4,7,../data/cifar10/train/deer/1899.png
21899,1900.png,deer,4,6,../data/cifar10/train/deer/1900.png
21900,1901.png,deer,4,9,../data/cifar10/train/deer/1901.png
21901,1902.png,deer,4,6,../data/cifar10/train/deer/1902.png
21902,1903.png,deer,4,6,../data/cifar10/train/deer/1903.png
21903,1904.png,deer,4,4,../data/cifar10/train/deer/1904.png
21904,1905.png,deer,4,9,../data/cifar10/train/deer/1905.png
21905,1906.png,deer,4,1,../data/cifar10/train/deer/1906.png
21906,1907.png,deer,4,0,../data/cifar10/train/deer/1907.png
21907,1908.png,deer,4,9,../data/cifar10/train/deer/1908.png
21908,1909.png,deer,4,2,../data/cifar10/train/deer/1909.png
21909,1910.png,deer,4,1,../data/cifar10/train/deer/1910.png
21910,1911.png,deer,4,4,../data/cifar10/train/deer/1911.png
21911,1912.png,deer,4,4,../data/cifar10/train/deer/1912.png
21912,1913.png,deer,4,3,../data/cifar10/train/deer/1913.png
21913,1914.png,deer,4,7,../data/cifar10/train/deer/1914.png
21914,1915.png,deer,4,1,../data/cifar10/train/deer/1915.png
21915,1916.png,deer,4,9,../data/cifar10/train/deer/1916.png
21916,1917.png,deer,4,6,../data/cifar10/train/deer/1917.png
21917,1918.png,deer,4,5,../data/cifar10/train/deer/1918.png
21918,1919.png,deer,4,2,../data/cifar10/train/deer/1919.png
21919,1920.png,deer,4,3,../data/cifar10/train/deer/1920.png
21920,1921.png,deer,4,1,../data/cifar10/train/deer/1921.png
21921,1922.png,deer,4,7,../data/cifar10/train/deer/1922.png
21922,1923.png,deer,4,7,../data/cifar10/train/deer/1923.png
21923,1924.png,deer,4,2,../data/cifar10/train/deer/1924.png
21924,1925.png,deer,4,4,../data/cifar10/train/deer/1925.png
21925,1926.png,deer,4,4,../data/cifar10/train/deer/1926.png
21926,1927.png,deer,4,3,../data/cifar10/train/deer/1927.png
21927,1928.png,deer,4,5,../data/cifar10/train/deer/1928.png
21928,1929.png,deer,4,4,../data/cifar10/train/deer/1929.png
21929,1930.png,deer,4,8,../data/cifar10/train/deer/1930.png
21930,1931.png,deer,4,8,../data/cifar10/train/deer/1931.png
21931,1932.png,deer,4,5,../data/cifar10/train/deer/1932.png
21932,1933.png,deer,4,3,../data/cifar10/train/deer/1933.png
21933,1934.png,deer,4,2,../data/cifar10/train/deer/1934.png
21934,1935.png,deer,4,4,../data/cifar10/train/deer/1935.png
21935,1936.png,deer,4,9,../data/cifar10/train/deer/1936.png
21936,1937.png,deer,4,1,../data/cifar10/train/deer/1937.png
21937,1938.png,deer,4,2,../data/cifar10/train/deer/1938.png
21938,1939.png,deer,4,0,../data/cifar10/train/deer/1939.png
21939,1940.png,deer,4,6,../data/cifar10/train/deer/1940.png
21940,1941.png,deer,4,3,../data/cifar10/train/deer/1941.png
21941,1942.png,deer,4,3,../data/cifar10/train/deer/1942.png
21942,1943.png,deer,4,8,../data/cifar10/train/deer/1943.png
21943,1944.png,deer,4,0,../data/cifar10/train/deer/1944.png
21944,1945.png,deer,4,5,../data/cifar10/train/deer/1945.png
21945,1946.png,deer,4,3,../data/cifar10/train/deer/1946.png
21946,1947.png,deer,4,1,../data/cifar10/train/deer/1947.png
21947,1948.png,deer,4,6,../data/cifar10/train/deer/1948.png
21948,1949.png,deer,4,8,../data/cifar10/train/deer/1949.png
21949,1950.png,deer,4,7,../data/cifar10/train/deer/1950.png
21950,1951.png,deer,4,6,../data/cifar10/train/deer/1951.png
21951,1952.png,deer,4,1,../data/cifar10/train/deer/1952.png
21952,1953.png,deer,4,3,../data/cifar10/train/deer/1953.png
21953,1954.png,deer,4,6,../data/cifar10/train/deer/1954.png
21954,1955.png,deer,4,6,../data/cifar10/train/deer/1955.png
21955,1956.png,deer,4,3,../data/cifar10/train/deer/1956.png
21956,1957.png,deer,4,2,../data/cifar10/train/deer/1957.png
21957,1958.png,deer,4,2,../data/cifar10/train/deer/1958.png
21958,1959.png,deer,4,9,../data/cifar10/train/deer/1959.png
21959,1960.png,deer,4,9,../data/cifar10/train/deer/1960.png
21960,1961.png,deer,4,1,../data/cifar10/train/deer/1961.png
21961,1962.png,deer,4,2,../data/cifar10/train/deer/1962.png
21962,1963.png,deer,4,1,../data/cifar10/train/deer/1963.png
21963,1964.png,deer,4,8,../data/cifar10/train/deer/1964.png
21964,1965.png,deer,4,4,../data/cifar10/train/deer/1965.png
21965,1966.png,deer,4,7,../data/cifar10/train/deer/1966.png
21966,1967.png,deer,4,2,../data/cifar10/train/deer/1967.png
21967,1968.png,deer,4,5,../data/cifar10/train/deer/1968.png
21968,1969.png,deer,4,0,../data/cifar10/train/deer/1969.png
21969,1970.png,deer,4,2,../data/cifar10/train/deer/1970.png
21970,1971.png,deer,4,7,../data/cifar10/train/deer/1971.png
21971,1972.png,deer,4,7,../data/cifar10/train/deer/1972.png
21972,1973.png,deer,4,8,../data/cifar10/train/deer/1973.png
21973,1974.png,deer,4,3,../data/cifar10/train/deer/1974.png
21974,1975.png,deer,4,9,../data/cifar10/train/deer/1975.png
21975,1976.png,deer,4,4,../data/cifar10/train/deer/1976.png
21976,1977.png,deer,4,1,../data/cifar10/train/deer/1977.png
21977,1978.png,deer,4,6,../data/cifar10/train/deer/1978.png
21978,1979.png,deer,4,7,../data/cifar10/train/deer/1979.png
21979,1980.png,deer,4,7,../data/cifar10/train/deer/1980.png
21980,1981.png,deer,4,8,../data/cifar10/train/deer/1981.png
21981,1982.png,deer,4,8,../data/cifar10/train/deer/1982.png
21982,1983.png,deer,4,4,../data/cifar10/train/deer/1983.png
21983,1984.png,deer,4,9,../data/cifar10/train/deer/1984.png
21984,1985.png,deer,4,1,../data/cifar10/train/deer/1985.png
21985,1986.png,deer,4,9,../data/cifar10/train/deer/1986.png
21986,1987.png,deer,4,3,../data/cifar10/train/deer/1987.png
21987,1988.png,deer,4,7,../data/cifar10/train/deer/1988.png
21988,1989.png,deer,4,9,../data/cifar10/train/deer/1989.png
21989,1990.png,deer,4,0,../data/cifar10/train/deer/1990.png
21990,1991.png,deer,4,4,../data/cifar10/train/deer/1991.png
21991,1992.png,deer,4,0,../data/cifar10/train/deer/1992.png
21992,1993.png,deer,4,0,../data/cifar10/train/deer/1993.png
21993,1994.png,deer,4,7,../data/cifar10/train/deer/1994.png
21994,1995.png,deer,4,3,../data/cifar10/train/deer/1995.png
21995,1996.png,deer,4,7,../data/cifar10/train/deer/1996.png
21996,1997.png,deer,4,6,../data/cifar10/train/deer/1997.png
21997,1998.png,deer,4,4,../data/cifar10/train/deer/1998.png
21998,1999.png,deer,4,9,../data/cifar10/train/deer/1999.png
21999,2000.png,deer,4,0,../data/cifar10/train/deer/2000.png
22000,2001.png,deer,4,0,../data/cifar10/train/deer/2001.png
22001,2002.png,deer,4,9,../data/cifar10/train/deer/2002.png
22002,2003.png,deer,4,8,../data/cifar10/train/deer/2003.png
22003,2004.png,deer,4,3,../data/cifar10/train/deer/2004.png
22004,2005.png,deer,4,1,../data/cifar10/train/deer/2005.png
22005,2006.png,deer,4,6,../data/cifar10/train/deer/2006.png
22006,2007.png,deer,4,7,../data/cifar10/train/deer/2007.png
22007,2008.png,deer,4,8,../data/cifar10/train/deer/2008.png
22008,2009.png,deer,4,2,../data/cifar10/train/deer/2009.png
22009,2010.png,deer,4,5,../data/cifar10/train/deer/2010.png
22010,2011.png,deer,4,2,../data/cifar10/train/deer/2011.png
22011,2012.png,deer,4,0,../data/cifar10/train/deer/2012.png
22012,2013.png,deer,4,3,../data/cifar10/train/deer/2013.png
22013,2014.png,deer,4,3,../data/cifar10/train/deer/2014.png
22014,2015.png,deer,4,3,../data/cifar10/train/deer/2015.png
22015,2016.png,deer,4,2,../data/cifar10/train/deer/2016.png
22016,2017.png,deer,4,5,../data/cifar10/train/deer/2017.png
22017,2018.png,deer,4,4,../data/cifar10/train/deer/2018.png
22018,2019.png,deer,4,1,../data/cifar10/train/deer/2019.png
22019,2020.png,deer,4,1,../data/cifar10/train/deer/2020.png
22020,2021.png,deer,4,2,../data/cifar10/train/deer/2021.png
22021,2022.png,deer,4,6,../data/cifar10/train/deer/2022.png
22022,2023.png,deer,4,7,../data/cifar10/train/deer/2023.png
22023,2024.png,deer,4,8,../data/cifar10/train/deer/2024.png
22024,2025.png,deer,4,0,../data/cifar10/train/deer/2025.png
22025,2026.png,deer,4,7,../data/cifar10/train/deer/2026.png
22026,2027.png,deer,4,3,../data/cifar10/train/deer/2027.png
22027,2028.png,deer,4,5,../data/cifar10/train/deer/2028.png
22028,2029.png,deer,4,9,../data/cifar10/train/deer/2029.png
22029,2030.png,deer,4,5,../data/cifar10/train/deer/2030.png
22030,2031.png,deer,4,6,../data/cifar10/train/deer/2031.png
22031,2032.png,deer,4,0,../data/cifar10/train/deer/2032.png
22032,2033.png,deer,4,7,../data/cifar10/train/deer/2033.png
22033,2034.png,deer,4,9,../data/cifar10/train/deer/2034.png
22034,2035.png,deer,4,8,../data/cifar10/train/deer/2035.png
22035,2036.png,deer,4,4,../data/cifar10/train/deer/2036.png
22036,2037.png,deer,4,3,../data/cifar10/train/deer/2037.png
22037,2038.png,deer,4,7,../data/cifar10/train/deer/2038.png
22038,2039.png,deer,4,1,../data/cifar10/train/deer/2039.png
22039,2040.png,deer,4,1,../data/cifar10/train/deer/2040.png
22040,2041.png,deer,4,7,../data/cifar10/train/deer/2041.png
22041,2042.png,deer,4,6,../data/cifar10/train/deer/2042.png
22042,2043.png,deer,4,8,../data/cifar10/train/deer/2043.png
22043,2044.png,deer,4,2,../data/cifar10/train/deer/2044.png
22044,2045.png,deer,4,7,../data/cifar10/train/deer/2045.png
22045,2046.png,deer,4,3,../data/cifar10/train/deer/2046.png
22046,2047.png,deer,4,8,../data/cifar10/train/deer/2047.png
22047,2048.png,deer,4,6,../data/cifar10/train/deer/2048.png
22048,2049.png,deer,4,6,../data/cifar10/train/deer/2049.png
22049,2050.png,deer,4,6,../data/cifar10/train/deer/2050.png
22050,2051.png,deer,4,8,../data/cifar10/train/deer/2051.png
22051,2052.png,deer,4,0,../data/cifar10/train/deer/2052.png
22052,2053.png,deer,4,2,../data/cifar10/train/deer/2053.png
22053,2054.png,deer,4,8,../data/cifar10/train/deer/2054.png
22054,2055.png,deer,4,3,../data/cifar10/train/deer/2055.png
22055,2056.png,deer,4,9,../data/cifar10/train/deer/2056.png
22056,2057.png,deer,4,2,../data/cifar10/train/deer/2057.png
22057,2058.png,deer,4,5,../data/cifar10/train/deer/2058.png
22058,2059.png,deer,4,6,../data/cifar10/train/deer/2059.png
22059,2060.png,deer,4,5,../data/cifar10/train/deer/2060.png
22060,2061.png,deer,4,1,../data/cifar10/train/deer/2061.png
22061,2062.png,deer,4,3,../data/cifar10/train/deer/2062.png
22062,2063.png,deer,4,3,../data/cifar10/train/deer/2063.png
22063,2064.png,deer,4,2,../data/cifar10/train/deer/2064.png
22064,2065.png,deer,4,8,../data/cifar10/train/deer/2065.png
22065,2066.png,deer,4,0,../data/cifar10/train/deer/2066.png
22066,2067.png,deer,4,7,../data/cifar10/train/deer/2067.png
22067,2068.png,deer,4,7,../data/cifar10/train/deer/2068.png
22068,2069.png,deer,4,7,../data/cifar10/train/deer/2069.png
22069,2070.png,deer,4,6,../data/cifar10/train/deer/2070.png
22070,2071.png,deer,4,4,../data/cifar10/train/deer/2071.png
22071,2072.png,deer,4,2,../data/cifar10/train/deer/2072.png
22072,2073.png,deer,4,0,../data/cifar10/train/deer/2073.png
22073,2074.png,deer,4,6,../data/cifar10/train/deer/2074.png
22074,2075.png,deer,4,7,../data/cifar10/train/deer/2075.png
22075,2076.png,deer,4,5,../data/cifar10/train/deer/2076.png
22076,2077.png,deer,4,7,../data/cifar10/train/deer/2077.png
22077,2078.png,deer,4,1,../data/cifar10/train/deer/2078.png
22078,2079.png,deer,4,9,../data/cifar10/train/deer/2079.png
22079,2080.png,deer,4,3,../data/cifar10/train/deer/2080.png
22080,2081.png,deer,4,3,../data/cifar10/train/deer/2081.png
22081,2082.png,deer,4,2,../data/cifar10/train/deer/2082.png
22082,2083.png,deer,4,8,../data/cifar10/train/deer/2083.png
22083,2084.png,deer,4,9,../data/cifar10/train/deer/2084.png
22084,2085.png,deer,4,4,../data/cifar10/train/deer/2085.png
22085,2086.png,deer,4,6,../data/cifar10/train/deer/2086.png
22086,2087.png,deer,4,0,../data/cifar10/train/deer/2087.png
22087,2088.png,deer,4,1,../data/cifar10/train/deer/2088.png
22088,2089.png,deer,4,6,../data/cifar10/train/deer/2089.png
22089,2090.png,deer,4,1,../data/cifar10/train/deer/2090.png
22090,2091.png,deer,4,5,../data/cifar10/train/deer/2091.png
22091,2092.png,deer,4,3,../data/cifar10/train/deer/2092.png
22092,2093.png,deer,4,7,../data/cifar10/train/deer/2093.png
22093,2094.png,deer,4,1,../data/cifar10/train/deer/2094.png
22094,2095.png,deer,4,5,../data/cifar10/train/deer/2095.png
22095,2096.png,deer,4,1,../data/cifar10/train/deer/2096.png
22096,2097.png,deer,4,5,../data/cifar10/train/deer/2097.png
22097,2098.png,deer,4,0,../data/cifar10/train/deer/2098.png
22098,2099.png,deer,4,9,../data/cifar10/train/deer/2099.png
22099,2100.png,deer,4,0,../data/cifar10/train/deer/2100.png
22100,2101.png,deer,4,9,../data/cifar10/train/deer/2101.png
22101,2102.png,deer,4,2,../data/cifar10/train/deer/2102.png
22102,2103.png,deer,4,1,../data/cifar10/train/deer/2103.png
22103,2104.png,deer,4,7,../data/cifar10/train/deer/2104.png
22104,2105.png,deer,4,1,../data/cifar10/train/deer/2105.png
22105,2106.png,deer,4,6,../data/cifar10/train/deer/2106.png
22106,2107.png,deer,4,4,../data/cifar10/train/deer/2107.png
22107,2108.png,deer,4,6,../data/cifar10/train/deer/2108.png
22108,2109.png,deer,4,9,../data/cifar10/train/deer/2109.png
22109,2110.png,deer,4,1,../data/cifar10/train/deer/2110.png
22110,2111.png,deer,4,3,../data/cifar10/train/deer/2111.png
22111,2112.png,deer,4,3,../data/cifar10/train/deer/2112.png
22112,2113.png,deer,4,1,../data/cifar10/train/deer/2113.png
22113,2114.png,deer,4,4,../data/cifar10/train/deer/2114.png
22114,2115.png,deer,4,3,../data/cifar10/train/deer/2115.png
22115,2116.png,deer,4,9,../data/cifar10/train/deer/2116.png
22116,2117.png,deer,4,5,../data/cifar10/train/deer/2117.png
22117,2118.png,deer,4,6,../data/cifar10/train/deer/2118.png
22118,2119.png,deer,4,0,../data/cifar10/train/deer/2119.png
22119,2120.png,deer,4,4,../data/cifar10/train/deer/2120.png
22120,2121.png,deer,4,6,../data/cifar10/train/deer/2121.png
22121,2122.png,deer,4,6,../data/cifar10/train/deer/2122.png
22122,2123.png,deer,4,0,../data/cifar10/train/deer/2123.png
22123,2124.png,deer,4,2,../data/cifar10/train/deer/2124.png
22124,2125.png,deer,4,7,../data/cifar10/train/deer/2125.png
22125,2126.png,deer,4,8,../data/cifar10/train/deer/2126.png
22126,2127.png,deer,4,9,../data/cifar10/train/deer/2127.png
22127,2128.png,deer,4,1,../data/cifar10/train/deer/2128.png
22128,2129.png,deer,4,6,../data/cifar10/train/deer/2129.png
22129,2130.png,deer,4,3,../data/cifar10/train/deer/2130.png
22130,2131.png,deer,4,2,../data/cifar10/train/deer/2131.png
22131,2132.png,deer,4,9,../data/cifar10/train/deer/2132.png
22132,2133.png,deer,4,4,../data/cifar10/train/deer/2133.png
22133,2134.png,deer,4,9,../data/cifar10/train/deer/2134.png
22134,2135.png,deer,4,9,../data/cifar10/train/deer/2135.png
22135,2136.png,deer,4,8,../data/cifar10/train/deer/2136.png
22136,2137.png,deer,4,9,../data/cifar10/train/deer/2137.png
22137,2138.png,deer,4,7,../data/cifar10/train/deer/2138.png
22138,2139.png,deer,4,1,../data/cifar10/train/deer/2139.png
22139,2140.png,deer,4,3,../data/cifar10/train/deer/2140.png
22140,2141.png,deer,4,2,../data/cifar10/train/deer/2141.png
22141,2142.png,deer,4,7,../data/cifar10/train/deer/2142.png
22142,2143.png,deer,4,8,../data/cifar10/train/deer/2143.png
22143,2144.png,deer,4,4,../data/cifar10/train/deer/2144.png
22144,2145.png,deer,4,3,../data/cifar10/train/deer/2145.png
22145,2146.png,deer,4,3,../data/cifar10/train/deer/2146.png
22146,2147.png,deer,4,8,../data/cifar10/train/deer/2147.png
22147,2148.png,deer,4,2,../data/cifar10/train/deer/2148.png
22148,2149.png,deer,4,0,../data/cifar10/train/deer/2149.png
22149,2150.png,deer,4,6,../data/cifar10/train/deer/2150.png
22150,2151.png,deer,4,4,../data/cifar10/train/deer/2151.png
22151,2152.png,deer,4,4,../data/cifar10/train/deer/2152.png
22152,2153.png,deer,4,5,../data/cifar10/train/deer/2153.png
22153,2154.png,deer,4,3,../data/cifar10/train/deer/2154.png
22154,2155.png,deer,4,5,../data/cifar10/train/deer/2155.png
22155,2156.png,deer,4,7,../data/cifar10/train/deer/2156.png
22156,2157.png,deer,4,1,../data/cifar10/train/deer/2157.png
22157,2158.png,deer,4,3,../data/cifar10/train/deer/2158.png
22158,2159.png,deer,4,9,../data/cifar10/train/deer/2159.png
22159,2160.png,deer,4,3,../data/cifar10/train/deer/2160.png
22160,2161.png,deer,4,8,../data/cifar10/train/deer/2161.png
22161,2162.png,deer,4,0,../data/cifar10/train/deer/2162.png
22162,2163.png,deer,4,8,../data/cifar10/train/deer/2163.png
22163,2164.png,deer,4,3,../data/cifar10/train/deer/2164.png
22164,2165.png,deer,4,6,../data/cifar10/train/deer/2165.png
22165,2166.png,deer,4,0,../data/cifar10/train/deer/2166.png
22166,2167.png,deer,4,6,../data/cifar10/train/deer/2167.png
22167,2168.png,deer,4,5,../data/cifar10/train/deer/2168.png
22168,2169.png,deer,4,4,../data/cifar10/train/deer/2169.png
22169,2170.png,deer,4,6,../data/cifar10/train/deer/2170.png
22170,2171.png,deer,4,7,../data/cifar10/train/deer/2171.png
22171,2172.png,deer,4,7,../data/cifar10/train/deer/2172.png
22172,2173.png,deer,4,4,../data/cifar10/train/deer/2173.png
22173,2174.png,deer,4,8,../data/cifar10/train/deer/2174.png
22174,2175.png,deer,4,4,../data/cifar10/train/deer/2175.png
22175,2176.png,deer,4,1,../data/cifar10/train/deer/2176.png
22176,2177.png,deer,4,4,../data/cifar10/train/deer/2177.png
22177,2178.png,deer,4,4,../data/cifar10/train/deer/2178.png
22178,2179.png,deer,4,0,../data/cifar10/train/deer/2179.png
22179,2180.png,deer,4,4,../data/cifar10/train/deer/2180.png
22180,2181.png,deer,4,5,../data/cifar10/train/deer/2181.png
22181,2182.png,deer,4,8,../data/cifar10/train/deer/2182.png
22182,2183.png,deer,4,2,../data/cifar10/train/deer/2183.png
22183,2184.png,deer,4,2,../data/cifar10/train/deer/2184.png
22184,2185.png,deer,4,8,../data/cifar10/train/deer/2185.png
22185,2186.png,deer,4,6,../data/cifar10/train/deer/2186.png
22186,2187.png,deer,4,8,../data/cifar10/train/deer/2187.png
22187,2188.png,deer,4,0,../data/cifar10/train/deer/2188.png
22188,2189.png,deer,4,9,../data/cifar10/train/deer/2189.png
22189,2190.png,deer,4,9,../data/cifar10/train/deer/2190.png
22190,2191.png,deer,4,1,../data/cifar10/train/deer/2191.png
22191,2192.png,deer,4,5,../data/cifar10/train/deer/2192.png
22192,2193.png,deer,4,8,../data/cifar10/train/deer/2193.png
22193,2194.png,deer,4,2,../data/cifar10/train/deer/2194.png
22194,2195.png,deer,4,7,../data/cifar10/train/deer/2195.png
22195,2196.png,deer,4,5,../data/cifar10/train/deer/2196.png
22196,2197.png,deer,4,4,../data/cifar10/train/deer/2197.png
22197,2198.png,deer,4,8,../data/cifar10/train/deer/2198.png
22198,2199.png,deer,4,5,../data/cifar10/train/deer/2199.png
22199,2200.png,deer,4,0,../data/cifar10/train/deer/2200.png
22200,2201.png,deer,4,6,../data/cifar10/train/deer/2201.png
22201,2202.png,deer,4,6,../data/cifar10/train/deer/2202.png
22202,2203.png,deer,4,0,../data/cifar10/train/deer/2203.png
22203,2204.png,deer,4,1,../data/cifar10/train/deer/2204.png
22204,2205.png,deer,4,2,../data/cifar10/train/deer/2205.png
22205,2206.png,deer,4,3,../data/cifar10/train/deer/2206.png
22206,2207.png,deer,4,2,../data/cifar10/train/deer/2207.png
22207,2208.png,deer,4,6,../data/cifar10/train/deer/2208.png
22208,2209.png,deer,4,5,../data/cifar10/train/deer/2209.png
22209,2210.png,deer,4,5,../data/cifar10/train/deer/2210.png
22210,2211.png,deer,4,5,../data/cifar10/train/deer/2211.png
22211,2212.png,deer,4,5,../data/cifar10/train/deer/2212.png
22212,2213.png,deer,4,7,../data/cifar10/train/deer/2213.png
22213,2214.png,deer,4,9,../data/cifar10/train/deer/2214.png
22214,2215.png,deer,4,3,../data/cifar10/train/deer/2215.png
22215,2216.png,deer,4,8,../data/cifar10/train/deer/2216.png
22216,2217.png,deer,4,1,../data/cifar10/train/deer/2217.png
22217,2218.png,deer,4,9,../data/cifar10/train/deer/2218.png
22218,2219.png,deer,4,2,../data/cifar10/train/deer/2219.png
22219,2220.png,deer,4,6,../data/cifar10/train/deer/2220.png
22220,2221.png,deer,4,7,../data/cifar10/train/deer/2221.png
22221,2222.png,deer,4,1,../data/cifar10/train/deer/2222.png
22222,2223.png,deer,4,9,../data/cifar10/train/deer/2223.png
22223,2224.png,deer,4,9,../data/cifar10/train/deer/2224.png
22224,2225.png,deer,4,4,../data/cifar10/train/deer/2225.png
22225,2226.png,deer,4,3,../data/cifar10/train/deer/2226.png
22226,2227.png,deer,4,8,../data/cifar10/train/deer/2227.png
